snapshot_date,policy_start_year,business_type_category,chengdu_branch,third_level_organization,customer_category_3,insurance_type,is_new_energy_vehicle,coverage_type,is_transferred_vehicle,renewal_status,vehicle_insurance_grade,highway_risk_grade,large_truck_score,small_truck_score,terminal_source,signed_premium_yuan,matured_premium_yuan,policy_count,claim_case_count,reported_claim_payment_yuan,expense_amount_yuan,commercial_premium_before_discount_yuan,premium_plan_yuan,marginal_contribution_amount_yuan,week_number
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,主全,FALSE,转保,,,B,,0106移动展业(App),2958.49,1215.8178,1,0,0,147.92,0,2958.49,1155.0288,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,主全,FALSE,转保,,,C,,0106移动展业(App),4226.42,347.377,1,0,0,211.32,0,4226.42,330.0082,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,交三,FALSE,续保,,,A,,0106移动展业(App),53675.45,16467.6705,16,1,1423,3423.35,0,53675.45,13994.384,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,交三,FALSE,续保,,,B,,0106移动展业(App),10566.03,4925.5551,3,0,0,528.3,0,10566.03,4679.2781,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,交三,FALSE,续保,,,C,,0101柜面,3803.77,2136.364,1,0,0,190.19,0,3803.77,2029.5449,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,交三,FALSE,续保,,,C,,0106移动展业(App),42390.37,21009.0515,13,2,2283.02,1947.49,0,42390.37,17760.8378,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,交三,FALSE,续保,,,D,,0106移动展业(App),23245.28,6054.283,7,2,3861.42,790.34,0,23245.28,1987.0172,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,交三,FALSE,转保,,,A,,0106移动展业(App),13947.17,3779.7461,4,0,0,1753.96,0,13947.17,3304.415,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,交三,FALSE,转保,,,B,,0106移动展业(App),10566.04,4516.0891,3,0,0,528.3,0,10566.04,4290.2855,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,交三,FALSE,转保,,,C,,0101柜面,3803.77,1450.73,1,0,0,190.19,0,3803.77,1378.193,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,交三,FALSE,转保,,,C,,0106移动展业(App),15215.09,4016.252,4,0,0,549.44,0,15215.09,3871.2191,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,交三,FALSE,转保,,,D,,0106移动展业(App),4226.42,625.2786,1,0,0,0,0,4226.42,625.2786,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,交三,TRUE,转保,,,,,0106移动展业(App),4226.42,2315.8466,1,0,0,211.32,0,4226.42,2200.0548,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,A,,0106移动展业(App),17750.94,6212.2497,5,0,0,147.92,0,17750.94,6160.4825,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,B,,0101柜面,2958.49,1485.9995,1,0,0,0,0,2958.49,1485.9995,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,C,,0101柜面,3381.13,1634.5988,1,0,0,0,0,3381.13,1634.5988,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,C,,0106移动展业(App),2958.49,1226.7939,1,0,0,0,0,2958.49,1226.7939,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,D,,0106移动展业(App),8030.19,3410.9492,2,1,27058,0,0,8030.19,-23647.0508,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,E,,0101柜面,3803.77,1567.1011,1,0,0,0,0,3803.77,1567.1011,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,E,,0106移动展业(App),3803.77,1354.7674,1,0,0,0,0,3803.77,1354.7674,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,,0106移动展业(App),8452.84,2582.1689,2,0,0,0,0,8452.84,2582.1689,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,A,,0106移动展业(App),8374.09,3172.1254,3,0,0,0,0,8374.09,3172.1254,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,B,,0106移动展业(App),3381.13,2250.9989,1,0,0,0,0,3381.13,2250.9989,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,C,,0101柜面,3803.77,2215.392,1,0,0,0,0,3803.77,2215.392,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,C,,0106移动展业(App),36347.19,12808.2149,9,3,6546.24,0,0,36347.19,6261.9749,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,D,,0106移动展业(App),10143.39,3017.1567,3,0,0,0,0,10143.39,3017.1567,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,E,,0106移动展业(App),8030.19,2842.6023,2,0,0,0,0,8030.19,2842.6023,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,单交,TRUE,转保,,,,,0101柜面,4226.42,2273.3893,1,0,0,0,0,4226.42,2273.3893,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,交强险,FALSE,单交,TRUE,转保,,,,,0106移动展业(App),18700.47,11367.9206,5,0,0,0,0,18700.47,11367.9206,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,主全,FALSE,新保,,,,,0106移动展业(App),20817.14,5662.578,2,1,3203.62,5004.68,23324.5172,20817.14,1097.6091,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,主全,FALSE,续保,,,A,,0106移动展业(App),50974.19,24667.1776,7,0,0,13037.66,50707.3023,50974.19,18358.0578,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,主全,FALSE,续保,,,A,,0107B2B,6292.12,1361.8561,1,0,0,1950.56,6292.1238,6292.12,939.6801,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,主全,FALSE,续保,,,B,,0106移动展业(App),51776.29,27363.2527,6,1,1090,13872.49,50639.9993,51776.29,18941.7801,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,主全,FALSE,续保,,,C,,0101柜面,15809.1,5528.3096,2,0,0,4900.83,15325.2331,15809.1,3814.5305,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,主全,FALSE,续保,,,C,,0106移动展业(App),36141.95,14939.6134,4,0,0,10317.65,34420.9006,36141.95,10674.7162,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,主全,FALSE,续保,,,E,,0106移动展业(App),16480.46,5011.8659,1,0,0,0,10986.9733,16480.46,5011.8659,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,主全,FALSE,转保,,,A,,0106移动展业(App),26349.73,14010.6333,3,0,0,7763.53,25964.1034,26349.73,9882.6224,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,主全,FALSE,转保,,,B,,0106移动展业(App),9200.88,3781.1836,1,0,0,2852.28,8762.7478,9200.88,2609.0137,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,主全,FALSE,转保,,,C,,0106移动展业(App),12244.94,1039.9812,1,0,0,3795.93,12244.94,12244.94,717.5872,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,主全,FALSE,转保,,,E,,0106移动展业(App),16480.46,4876.4101,1,1,12839,0,10986.9733,16480.46,-7962.5899,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,交三,FALSE,续保,,,A,,0106移动展业(App),67249.16,20299.1755,16,1,0,21242.84,74328.395,67249.16,13887.019,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,交三,FALSE,续保,,,B,,0106移动展业(App),25593.82,10827.1384,5,0,0,7585.04,22655.683,25593.82,7618.3842,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,交三,FALSE,续保,,,C,,0101柜面,4308.04,2384.1756,1,0,0,1120.09,4102.8984,4308.04,1764.2901,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,交三,FALSE,续保,,,C,,0106移动展业(App),89771.03,36499.6585,15,2,13029.51,25152.36,85560.7776,89771.03,13243.547,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,交三,FALSE,续保,,,D,,0106移动展业(App),68978.55,17959.5862,10,2,0,21047.05,54666.6588,68978.55,12479.6753,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,交三,FALSE,转保,,,A,,0106移动展业(App),27535.6,7466.5594,5,0,0,8536.03,28567.6964,27535.6,5151.9276,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,交三,FALSE,转保,,,B,,0101柜面,6388.31,3552.9505,1,0,0,1980.37,6084.0983,6388.31,2451.5392,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,交三,FALSE,转保,,,B,,0106移动展业(App),19246.96,8194.9605,3,0,0,5966.56,18716.0433,19246.96,5654.5218,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,交三,FALSE,转保,,,C,,0101柜面,5837.02,1903.0284,1,0,0,1809.48,5559.0577,5837.02,1313.0884,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,交三,FALSE,转保,,,C,,0106移动展业(App),41139.45,10002.3328,6,1,4747.52,12402.01,38912.0917,41139.45,2239.4825,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,交三,FALSE,转保,,,D,,0106移动展业(App),8207.36,112.4296,1,0,0,1887.69,7816.5297,8207.36,86.5708,38
2025/9/14,2025,10吨以上-普货,成都,天府,营业货车,商业保险,FALSE,交三,TRUE,转保,,,,,0106移动展业(App),7521.01,4121.1014,1,0,0,1165.76,7521.01,7521.01,3482.3288,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,主全,FALSE,新保,,,,,0106移动展业(App),12679.26,4538.5767,3,1,34500,633.96,0,12679.26,-30188.3511,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,主全,FALSE,续保,,,B,,0101柜面,3381.13,1264.064,1,0,0,169.06,0,3381.13,1200.8595,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,主全,FALSE,续保,,,B,,0106移动展业(App),6762.26,3501.5538,2,0,0,338.12,0,6762.26,3326.4725,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,主全,FALSE,续保,,,C,,0101柜面,10988.68,4414.6745,3,0,0,549.44,0,10988.68,4193.9384,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,主全,FALSE,续保,,,D,,0101柜面,6762.26,2461.7404,2,4,803.67,270.49,0,6762.26,1559.601,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,主全,FALSE,转保,,,B,,0101柜面,6762.26,4316.7304,2,0,0,338.12,0,6762.26,4100.8894,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,主全,FALSE,转保,,,C,,0101柜面,14792.46,6144.3218,4,0,0,739.62,0,14792.46,5837.107,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,主全,FALSE,转保,,,C,,0106移动展业(App),6339.62,2335.5274,2,1,10962.1,316.98,0,6339.62,-8743.3486,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,交三,FALSE,续保,,,A,,0101柜面,19864.14,5974.1259,6,1,1300.88,993.2,0,19864.14,4374.5417,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,交三,FALSE,续保,,,A,,0106移动展业(App),13947.16,4319.046,4,0,0,507.17,0,13947.16,4161.9896,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,交三,FALSE,续保,,,B,,0101柜面,15215.1,5539.0174,4,0,0,760.75,0,15215.1,5262.0683,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,交三,FALSE,续保,,,B,,0106移动展业(App),13101.88,6440.9375,4,0,0,464.9,0,13101.88,6212.3908,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,交三,FALSE,续保,,,C,,0101柜面,60437.74,22109.5804,17,3,3980.2,2789.41,0,60437.74,17108.947,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,交三,FALSE,续保,,,C,,0106移动展业(App),12256.6,2959.0687,4,0,0,612.82,0,12256.6,2811.1177,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,交三,FALSE,续保,,,D,,0101柜面,4226.42,548.5661,1,0,0,169.06,0,4226.42,526.6231,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,交三,FALSE,转保,,,A,,0101柜面,4226.42,2435.4986,1,0,0,211.32,0,4226.42,2313.7242,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,交三,FALSE,转保,,,B,,0101柜面,3803.77,687.805,1,0,0,190.19,0,3803.77,653.4145,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,交三,FALSE,转保,,,C,,0101柜面,26311.46,10924.2957,8,1,2000,1125.39,0,26311.46,8457.0433,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,交三,FALSE,转保,,,C,,0106移动展业(App),10988.68,4011.0397,3,1,2000,549.44,0,10988.68,1810.4855,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,交三,FALSE,转保,,,D,,0101柜面,10988.67,3086.1007,3,1,1769.91,287.4,0,10988.67,1235.4761,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,交三,TRUE,续保,,,,,0106移动展业(App),4226.42,1751.3589,1,0,0,211.32,0,4226.42,1663.7914,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,单交,FALSE,续保,,,A,,0101柜面,4226.42,2702.3034,1,0,0,0,0,4226.42,2702.3034,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,单交,FALSE,续保,,,D,,0101柜面,3803.77,2234.9319,1,2,3242.88,0,0,3803.77,-1007.9481,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,单交,FALSE,转保,,,A,,0101柜面,713.29,713.29,1,0,0,0,0,713.29,713.29,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,单交,FALSE,转保,,,A,,0106移动展业(App),4226.42,1725.3057,1,1,2000,0,0,4226.42,-274.6943,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,单交,FALSE,转保,,,B,,0101柜面,6762.26,3489.9987,2,0,0,0,0,6762.26,3489.9987,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,单交,FALSE,转保,,,C,,0101柜面,10988.68,6369.5352,3,0,0,0,0,10988.68,6369.5352,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,单交,FALSE,转保,,,D,,0101柜面,19018.87,10145.6651,5,1,6727.59,0,0,19018.87,3418.0751,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,单交,FALSE,转保,,,E,,0101柜面,7184.91,2626.3131,2,0,0,0,0,7184.91,2626.3131,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,单交,TRUE,续保,,,,,0101柜面,4226.42,1644.2511,1,0,0,0,0,4226.42,1644.2511,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,交强险,FALSE,单交,TRUE,转保,,,,,0101柜面,21132.1,11430.8737,5,2,4283.02,0,0,21132.1,7147.8537,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,商业保险,FALSE,主全,FALSE,新保,,,,,0106移动展业(App),31666.6,11304.4828,3,1,39600,5066.66,35480.7916,31666.6,-30104.2358,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,商业保险,FALSE,主全,FALSE,续保,,,B,,0101柜面,6290.68,2343.9246,1,0,0,1950.12,6290.6658,6290.68,1617.3045,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,商业保险,FALSE,主全,FALSE,续保,,,B,,0106移动展业(App),15497.1,8107.5836,2,0,0,4412.44,15497.0972,15497.1,5799.1371,38
2025/9/14,2025,10吨以上-普货,成都,新都,营业货车,商业保险,FALSE,主全,FALSE,续保,,,C,,0101柜面,21506.51,8109.5317,3,0,0,6972.66,20482.3935,21506.51,5480.3275,38
